packet_id,snr_db,tx_time,rx_time,hops_used
60,-2.75,1781084832.7516642,1781084833.5913842,0
61,7.25,1781084833.353861,1781084834.266915,1
62,-3.75,1781084833.96076,1781084834.7778718,0
63,-4.0,1781084834.5694451,1781084835.3993459,0
64,-5.25,1781084835.175808,1781084836.0441852,0
65,-3.75,1781084835.780677,1781084836.6198132,0
66,9.75,1781084836.384537,1781084837.3454762,1
67,8.5,1781084836.994014,1781084837.936862,1
68,9.25,1781084837.60542,1781084838.537452,1
69,9.75,1781084838.214611,1781084839.146207,1
70,9.25,1781084838.824894,1781084839.7807648,1
71,10.25,1781084839.436361,1781084840.420993,1
72,10.25,1781084840.0430222,1781084841.035338,1
73,11.0,1781084840.649934,1781084841.693399,1
74,9.5,1781084841.256636,1781084842.205909,1
75,-6.5,1781084841.867407,1781084842.634472,0
76,9.5,1781084842.478946,1781084843.420377,1
77,9.25,1781084843.085441,1781084844.151499,1
78,9.25,1781084843.687226,1781084844.628732,1
79,9.25,1781084844.296555,1781084845.308864,1
80,7.25,1781084844.908183,1781084845.937401,1
81,4.25,1781084845.519658,1781084846.486888,1
82,5.0,1781084846.124192,1781084847.076242,1
83,-3.5,1781084846.731054,1781084847.567701,0
84,7.5,1781084847.333793,1781084848.403973,1
85,9.5,1781084847.943846,1781084848.9598231,1
86,10.0,1781084848.550518,1781084849.668441,1
87,8.75,1781084849.158941,1781084850.185488,1
88,10.0,1781084849.7653959,1781084850.86764,1
89,11.0,1781084850.37506,1781084851.398248,1
90,8.5,1781084850.98664,1781084852.021047,1
91,10.5,1781084851.596939,1781084852.595669,1
92,11.25,1781084852.202563,1781084853.2207701,1
93,9.5,1781084852.8089888,1781084853.991173,1
94,11.5,1781084853.417023,1781084854.45018,1
95,12.25,1781084854.02356,1781084855.182414,1
96,12.0,1781084854.630047,1781084855.6716611,1
97,-4.5,1781084855.236192,1781084856.0972228,0
98,-5.0,1781084855.842924,1781084856.716199,0
99,10.25,1781084856.4449532,1781084857.459182,1
100,10.75,1781084857.051709,1781084857.992648,1
101,-5.75,1781084857.660736,1781084858.6089191,0
102,9.75,1781084858.271611,1781084859.2550368,1
103,10.0,1781084858.876975,1781084859.863416,1
104,10.75,1781084859.483881,1781084860.422694,1
105,11.5,1781084860.0905442,1781084860.972841,1
106,10.75,1781084860.696311,1781084861.691017,1
107,11.5,1781084861.298264,1781084862.337805,1
108,9.25,1781084861.9046881,1781084863.0175,1
109,10.5,1781084862.508387,1781084863.5025449,1
110,11.0,1781084863.1120021,1781084864.052077,1
111,11.75,1781084863.7183301,1781084864.754507,1
112,11.0,1781084864.320513,1781084865.433672,1
113,10.5,1781084864.929614,1781084866.550058,1
114,10.0,1781084865.541158,1781084866.8315609,1
115,10.5,1781084866.146276,1781084867.1742551,1
116,10.75,1781084866.7525592,1781084867.8270779,1
117,11.0,1781084867.363263,1781084868.4089851,1
118,11.25,1781084867.969701,1781084869.156749,1
119,11.0,1781084868.57896,1781084869.680671,1
120,11.25,1781084869.190492,1781084870.2359521,1
121,11.25,1781084869.797197,1781084870.900526,1
122,11.25,1781084870.401749,1781084871.483965,1
123,11.25,1781084871.0092108,1781084872.1569998,1
124,11.25,1781084871.619838,1781084872.650322,1
125,11.25,1781084872.231305,1781084873.342719,1
126,10.0,1781084872.8427231,1781084873.889293,1
127,10.75,1781084873.445049,1781084874.6019762,1
128,10.75,1781084874.0535412,1781084875.1363041,1
129,10.25,1781084874.659841,1781084875.695164,1
130,10.25,1781084875.270955,1781084876.377304,1
131,11.75,1781084875.8822038,1781084876.93783,1
132,10.0,1781084876.4937139,1781084877.548428,1
133,10.25,1781084877.10002,1781084878.174488,1
134,10.5,1781084877.707062,1781084878.712849,1
135,9.0,1781084878.313688,1781084879.334831,1
136,10.75,1781084878.9205382,1781084879.970423,1
137,11.5,1781084879.527096,1781084880.5483232,1
138,9.75,1781084880.132351,1781084881.1913579,1
139,10.75,1781084880.7371478,1781084881.732851,1
140,11.5,1781084881.340228,1781084882.4491892,1
141,10.25,1781084881.9500868,1781084882.9864168,1
142,11.25,1781084882.559336,1781084883.508163,1
143,9.25,1781084883.166154,1781084884.183349,1
144,1.75,1781084883.772809,1781084884.777476,0
145,2.25,1781084884.379319,1781084885.2408671,0
146,1.0,1781084884.9859772,1781084885.8016489,0
147,2.75,1781084885.594657,1781084886.459302,0
148,1.25,1781084886.2013922,1781084886.983467,0
149,-0.75,1781084886.8128362,1781084887.652315,0
150,-5.0,1781084887.419698,1781084888.326997,0
151,-4.5,1781084888.030619,1781084888.8934212,0
152,-3.0,1781084888.6411562,1781084889.516099,0
153,10.0,1781084889.244857,1781084890.1980422,1
154,8.5,1781084889.8468668,1781084890.855074,1
155,9.5,1781084890.4536161,1781084891.5283048,1
156,7.0,1781084891.064787,1781084892.133985,1
157,9.0,1781084891.6742852,1781084892.639756,1
158,8.25,1781084892.280909,1781084893.3691132,1
160,7.75,1781084893.497225,1781084894.579656,1
161,6.0,1781084894.112299,1781084895.087449,1
